							
Synechocystis sp. PCC 6803							
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
1522	-	slr0856	16330389	1	1346197	1346556	1
1522	-	slr0857	16330390	1	1346550	1347044	2
1523	purT	slr0861	16330395	1	1352256	1353431	1
1524	lmbP	slr0862	16330397	1	1354094	1355074	1
1525	-	slr0863	16330398	1	1355162	1356553	1
1526	-	slr0864	16330402	1	1360434	1362158	1
1527	-	slr0865	16330403	1	1362259	1363272	1
1528	-	slr0867	16330407	1	1365571	1366215	1
1529	-	slr0868	16330408	1	1366464	1366769	1
1530	-	slr0869	16330409	1	1367129	1369567	1
1531	-	slr0870	16330410	1	1369656	1370018	1
1531	-	slr0871	16330411	1	1370043	1370426	2
1532	-	slr0872	16330412	1	1371168	1372286	1
1533	mscL	slr0875	16330185	1	1131810	1132247	1
1534	-	slr0876	16330188	1	1133879	1135108	1
1535	gatA	slr0877	16330190	1	1135716	1137167	1
1536	-	slr0878	16330191	1	1137375	1138112	1
1537	gcvH	slr0879	16330192	1	1138210	1138608	1
1538	-	slr0880	16330193	1	1138702	1140474	1
1539	-	slr0881	16330196	1	1142101	1142412	1
1540	-	slr0882	16330198	1	1143047	1144231	1
1541	psr	slr0883	16330199	1	1144728	1146173	1
1542	gap1	slr0884	16330201	1	1147034	1148098	1
1543	-	slr0885	16330202	1	1148722	1149297	1
1544	fabG	slr0886	16330206	1	1152549	1153292	1
1544	-	slr0887	16330207	1	1153292	1154101	2
1545	-	slr0888	16330208	1	1154330	1154836	1
1545	-	slr0889	16330209	1	1154857	1156083	2
1546	-	slr0890	16330211	1	1156580	1156975	1
1547	amiA	slr0891	16330213	1	1159029	1160804	1
1548	-	slr0895	16331647	1	2763170	2763733	1
1549	-	slr0896	16331648	1	2763867	2765252	1
1550	-	slr0897	16331649	1	2765554	2768766	1
1551	nirA	slr0898	16331650	1	2769125	2770633	1
1552	cynS	slr0899	16331651	1	2770857	2771306	1
1552	moeA	slr0900	16331652	1	2771322	2772494	2
1552	moaA	slr0901	16331653	1	2772470	2773453	3
1552	moaC	slr0902	16331654	1	2773454	2774497	4
1552	-	ssr1527	16331655	1	2774481	2774726	5
1552	moaE	slr0903	16331656	1	2774732	2775169	6
1553	-	slr0904	16331658	1	2775767	2777296	1
1554	bchE	slr0905	16331659	1	2777447	2778946	1
1555	psbB	slr0906	16331660	1	2779510	2781033	1
1556	-	slr0907	16331661	1	2781403	2784447	1
1556	-	slr0909	16331662	1	2784503	2785855	2
1557	-	slr0912	16331663	1	2785941	2786717	1
1558	-	slr0913	16331664	1	2786798	2788417	1
1558	-	slr0914	16331665	1	2788450	2790246	2
1559	bioF	slr0917	161344752	1	2791820	2793001	1
1560	map	slr0918	16331668	1	2793159	2793920	1
1560	-	slr0919	16331669	1	2793926	2794381	2
1560	-	slr0920	16331670	1	2794431	2794880	3
1561	-	slr0921	16331674	1	2797039	2797425	1
1561	pth	slr0922	16331675	1	2797422	2798006	2
1562	-	slr0923	16331676	1	2798072	2798410	1
1563	-	slr0924	16331677	1	2798613	2799473	1
1564	ssb	slr0925	16332050	1	3228010	3228375	1
1565	ubiA	slr0926	16332051	1	3228712	3229590	1
1566	psbD2	slr0927	16332052	1	3229780	3230838	1
1567	-	slr0929	16332053	1	3230963	3231550	1
1567	-	slr0930	16332054	1	3231569	3232879	2
1567	-	ssr1558	16332055	1	3232902	3233180	3
1568	-	slr0935	16330986	1	1997993	1998451	1
1568	nadC	slr0936	16330987	1	1998460	1999347	2
1569	-	slr0937	16330988	1	1999477	2000730	1
1570	-	slr0938	16330989	1	2000815	2002194	1
1571	crtQ	slr0940	16330992	1	2004626	2006095	1
1571	-	slr0941	16330993	1	2006120	2006563	2
1572	-	slr0942	16330994	1	2006824	2007807	1
1572	fda	slr0943	16330995	1	2007850	2008752	2
1573	-	slr0944	16330997	1	2010218	2011369	1
1574	-	slr0945	16330998	1	2011521	2012141	1
1574	arsC	slr0946	16330999	1	2012231	2012626	2
1575	-	slr0947	304569547	1	2012754	2013485	1
1576	-	slr0948	16331001	1	2013538	2014185	1
1577	livH	slr0949	16331004	1	2017104	2017964	1
1577	-	slr0950	16331005	1	2017964	2018788	2
1578	ispD	slr0951	16331009	1	2021252	2021944	1
1579	fbp	slr0952	16331010	1	2022028	2023071	1
1580	-	slr0953	16331011	1	2023278	2024012	1
1580	-	ssr1600	304569548	1	2024075	2024476	2
1581	-	slr0954	16331013	1	2024549	2024980	1
1581	-	slr0955	16331014	1	2024993	2026147	2
1581	-	slr0957	16331015	1	2026227	2026538	3
1582	cysS	slr0958	16331016	1	2026675	2028126	1
1583	-	slr0959	16331018	1	2028832	2030421	1
1584	-	slr0960	16331019	1	2030534	2030974	1
1585	-	slr0962	16329459	1	319096	320529	1
1585	-	ST6803t04		1	320582	320655	2
1586	sir	slr0963	16329461	1	321699	323606	1
1587	-	slr0964	16329462	1	323805	324731	1
1588	dnaN	slr0965	16329463	1	324831	326006	1
1589	trpA	slr0966	16329464	1	326150	326944	1
1590	-	slr0967	16329465	1	327100	327552	1
1591	cbiH	slr0969	16329470	1	331144	333027	1
1592	-	slr0971	16329471	1	333130	334485	1
1593	infC	slr0974	16329482	1	343026	343559	1
1594	-	slr0975	16329483	1	343863	344720	1
1595	-	slr0976	16329487	1	348701	349429	1
1595	-	slr0977	16329488	1	349468	350298	2
1596	-	slr0978	16329489	1	350509	350916	1
1597	-	slr0980	16329490	1	351036	351467	1
1598	-	slr0981	16329491	1	351538	352101	1
1599	rfbB	slr0982	16329492	1	352263	353555	1
1599	rfbF	slr0983	16329493	1	353552	354322	2
1599	rfbG	slr0984	16329494	1	354323	355405	3
1599	rfbC	slr0985	16329495	1	355424	355993	4
1599	-	slr1610	16329496	1	355909	357210	5
1600	-	slr0990	16331213	1	2258074	2259243	1
1601	-	slr0992	16331214	1	2259402	2259863	1
1602	nlpD	slr0993	16331215	1	2260429	2262576	1
1603	lipB	slr0994	16331217	1	2263827	2264510	1
1604	-	slr1000	304569554	-1	2516528	2516749	1
1604	-	sll0205	16331422	-1	2516150	2516527	2
1605	-	slr1001	304569555	-1	2210006	2210161	1
1606	-	slr1002	304569556	-1	2814730	2814924	1
1607	-	slr1003	304569557	1	2407236	2407412	1
1608	-	slr1004	304569558	-1	1997497	1997709	1
1609	-	slr1005	304569559	1	2085211	2085417	1
1609	-	ssr0759	16331066	1	2085445	2085684	2
1610	-	slr1006	304569560	-1	120298	120537	1
1611	-	slr1019	16329743	1	632213	633157	1
1612	sqdB	slr1020	16329746	1	636372	637523	1
1613	argD	slr1022	16329751	1	640737	642026	1
1614	-	slr1023	16329752	1	642153	642467	1
1615	-	slr1024	16329753	1	642474	643115	1
1615	-	slr1025	16329754	1	643144	643482	2
1616	-	slr1028	16329757	1	646129	658047	1
1617	chlI	slr1030	16329758	1	658262	659335	1
1617	tyrS	slr1031	16329759	1	659370	660584	2
1618	-	slr1032	16329760	1	660772	661125	1
1618	-	slr1033	16329761	1	661122	662819	2
1619	-	slr1034	16329763	1	663342	663731	1
1620	-	slr1035	16329764	1	663788	664315	1
1621	-	slr1037	16329768	1	667447	667842	1
1622	-	slr1039	16329773	1	671006	671707	1
1623	-	slr1041	16329617	1	489722	490888	1
1624	-	slr1042	16329618	1	491006	491449	1
1624	-	slr1043	16329619	1	491496	492059	2
1624	mcpA	slr1044	16329620	1	492130	494739	3
1625	-	slr1045	16329621	1	494828	495619	1
1625	-	slr1046	16329622	1	495626	496006	2
1626	pleD	slr1047	16329623	1	496450	497844	1
1627	-	slr1048	16329624	1	498076	501096	1
1628	-	slr1050	16329627	1	502314	503747	1
1629	envM	slr1051	16329628	1	503883	504719	1
1629	-	slr1052	16329629	1	504755	505267	2
1630	-	slr1053	16329630	1	505356	506159	1
1631	chlH	slr1055	16329632	1	508515	512510	1
1632	-	slr1056	16329633	1	512615	514633	1
1633	-	slr1062	16329506	1	365274	365621	1
1634	-	slr1063	16329507	1	365716	367785	1
1634	rfbU	slr1064	16329508	1	367807	368910	2
1634	-	slr1065	16329509	1	369149	370219	3
1634	-	slr1066	16329510	1	370285	371490	4
1634	galE	slr1067	16329511	1	371487	372509	5
1635	-	slr1068	16329512	1	372811	373167	1
1636	-	slr1069	16329513	1	373231	373644	1
1636	-	slr1070	16329514	1	373654	374511	2
1637	-	slr1071	16329515	1	374646	375452	1
1637	yefA	slr1072	16329516	1	375470	376432	2
1637	-	slr1073	16329517	1	376485	377639	3
1637	-	slr1074	16329518	1	377620	378951	4
1638	-	slr1075	16329519	1	379065	379913	1
1639	-	slr1076	16329520	1	380030	381175	1
1639	-	slr1077	16329521	1	381177	382337	2
1639	-	ssr1765	16329522	1	382392	382646	3
1639	-	ssr1766	16329523	1	382643	382873	4
1640	galE	slr1078	16329524	1	382949	383266	1
1640	-	slr1079	16329525	1	383300	383794	2
1641	-	slr1081	16329527	1	384343	384975	1
1641	-	slr1082	16329528	1	384980	385390	2
1642	-	slr1083	16329529	1	385467	386012	1
1643	-	slr1084	16329530	1	386177	386617	1
1643	-	slr1085	16329531	1	386681	387955	2
1644	-	slr1087	16329532	1	388116	389201	1
1645	obgE	slr1090	16329540	1	397037	398143	1
1645	hliA	ssr1789	16329541	1	398188	398361	2
1646	folK	slr1093	16329343	1	189128	189715	1
1647	-	slr1094	16329344	1	190033	190818	1
1648	-	slr1095	16329346	1	192136	192783	1
1649	phdD	slr1096	16329347	1	192870	194306	1
1649	-	slr1097	16329348	1	194310	194801	2
1649	-	slr1098	16329349	1	194859	195617	3
1650	ubiX	slr1099	16329350	1	195685	196305	1
1651	-	slr1100	16329351	1	196611	196991	1
1652	-	slr1101	304569540	1	197072	197557	1
1653	-	slr1102	16329353	1	197624	200185	1
1654	-	slr1103	16329354	1	200405	202525	1
1654	-	slr1104	16329355	1	202554	204395	2
1655	fus	slr1105	16329356	1	204604	206397	1
1656	phb	slr1106	16329361	1	210781	211629	1
1657	-	slr1107	16329362	1	211734	213068	1
1658	ank	slr1109	16329370	1	221742	223067	1
1659	-	slr1110	16329371	1	223018	223596	1
1660	-	slr1114	16329221	1	61834	63591	1
1660	-	slr1115	16329222	1	63588	64361	2
1660	-	slr1116	16329223	1	64393	64914	3
1661	-	slr1117	16329224	1	64987	65748	1
1662	rffM	slr1118	16329226	1	67606	68361	1
1663	-	slr1119	16329228	1	69284	69985	1
1664	hofD	slr1120	16329234	1	74995	75804	1
1665	-	slr1122	16329239	1	80938	81690	1
1666	gmk	slr1123	16329242	1	84122	84697	1
1667	gpmB	slr1124	304569539	1	84776	86107	1
1667	crtX	slr1125	16329244	1	86159	87418	2
1668	-	slr1127	16329248	1	90620	91411	1
1669	-	slr1128	16329249	1	91517	92482	1
1670	rne	slr1129	16329250	1	93128	95152	1
1670	rhnB	slr1130	16329251	1	95236	95808	2
1671	argH	slr1133	16329876	1	783379	784764	1
1671	-	slr1134	16329877	1	784769	785215	2
1672	-	slr1135	16329878	1	785665	787812	1
1673	ctaC	slr1136	16329880	1	790719	791717	1
1673	ctaD	slr1137	16329881	1	791806	793461	2
1673	ctaE	slr1138	16329882	1	793509	794210	3
1674	trxA	slr1139	16329883	1	794362	794691	1
1674	-	slr1140	16329884	1	794764	795900	2
1675	-	slr1142	16329891	1	801643	802152	1
1675	-	slr1143	16329892	1	802207	803238	2
1676	gltS	slr1145	16329895	1	809450	810658	1
1677	-	slr1146	304569542	-1	810922	811245	1
1678	-	slr1147	16329896	1	811489	812793	1
1679	-	slr1148	16329897	1	813028	813594	1
1680	-	slr1149	16329898	1	813799	815604	1
1681	-	slr1150	16329899	1	815703	816215	1
1682	-	slr1152	16330907	1	1910499	1911494	1
1683	purD	slr1159	16330918	1	1920660	1921919	1
1684	-	slr1160	16330919	1	1922124	1922738	1
1685	-	slr1161	16330922	1	1924251	1924850	1
1686	-	slr1162	16330923	1	1924999	1925943	1
1687	-	slr1163	16330924	1	1926030	1927700	1
1688	nrdA	slr1164	16330926	1	1928323	1930626	1
1689	sat	slr1165	16330927	1	1931139	1932311	1
1689	-	slr1166	16330928	1	1932354	1933418	2
1690	gldA	slr1167	16330932	1	1935912	1937069	1
1690	-	slr1168	16330933	1	1937086	1937397	2
1691	-	slr1169	16330934	1	1937474	1938310	1
1692	-	slr1170	16330935	1	1938429	1938782	1
1693	-	slr1171	16330936	1	1938985	1939494	1
1694	-	slr1173	16330940	1	1942923	1944314	1
1694	-	ssr1951	16330941	1	1944345	1944521	2
1695	-	slr1174	16330942	1	1944586	1945374	1
1696	glgC	slr1176	16332282	1	3516539	3517858	1
1696	-	slr1177	16332283	1	3517887	3518735	2
1697	-	slr1178	16332284	1	3518845	3519312	1
1698	anmK	slr1179	16332285	1	3519431	3520561	1
1699	psbA1	slr1181	16332289	1	3523717	3524799	1
1700	-	slr1182	16332290	1	3524938	3525450	1
1700	-	slr1183	16332291	1	3525482	3526066	2
1700	-	slr1184	16332292	1	3526097	3526591	3
1701	petC	slr1185	16332293	1	3527045	3527581	1
1701	-	slr1186	16332294	1	3527642	3528088	2
1702	-	slr1187	16332295	1	3528265	3529305	1
1702	im30	slr1188	16332296	1	3529323	3529994	2
1702	-	slr1189	16332297	1	3529916	3530971	3
1703	-	slr1192	16332300	1	3532600	3533610	1
1704	-	slr1194	16329965	1	874693	875361	1
1705	-	slr1195	16329966	1	875515	875979	1
1706	-	slr1196	16329967	1	876008	877297	1
1706	-	slr1197	16329968	1	877325	878521	2
1707	-	slr1198	16329971	1	879408	880043	1
1708	mutL	slr1199	16329972	1	880147	881838	1
1709	livH	slr1200	16329973	1	882023	883189	1
1709	-	slr1201	16329974	1	883287	884519	2
1710	lacF	slr1202	16329975	1	884635	885531	1
1711	-	slr1203	16329976	1	885641	886078	1
1712	htrA	slr1204	16329977	1	886184	887542	1
1712	-	slr1205	16329978	1	887590	888084	2
1713	-	slr1206	16329979	1	888358	888993	1
1714	-	slr1207	16329980	1	889061	890605	1
1715	-	slr1208	16329982	1	891276	893249	1
1715	-	slr1209	16329983	1	893261	893590	2
1716	-	slr1210	16329984	1	893583	893972	1
1717	cobN	slr1211	16329985	1	893984	897262	1
1718	ETR1	slr1212	16329986	1	897354	899888	1
1718	-	slr1213	16329987	1	899937	900662	2
1719	-	slr1214	16329988	1	901197	902315	1
1720	-	slr1215	16329989	1	902387	903055	1
1721	mgtE	slr1216	16329991	1	904115	905506	1
1722	-	slr1218	16330093	1	1018650	1019126	1
1722	ureE	slr1219	16330094	1	1019155	1019583	2
1723	-	slr1220	16330095	1	1019808	1020761	1
1724	-	slr1222	16330096	1	1021421	1022008	1
1725	sulA	slr1223	16330099	1	1025423	1026442	1
1726	malK	slr1224	16330100	1	1026511	1027737	1
1727	pknA	slr1225	16330101	1	1027844	1029331	1
1728	purC	slr1226	16330103	1	1030195	1030989	1
1729	IAP75	slr1227	16330104	1	1031202	1033787	1
1730	prfC	slr1228	16330105	1	1033902	1035545	1
1730	-	slr1229	16330106	1	1035593	1037089	2
1730	-	slr1230	16330107	1	1037189	1038052	3
1731	-	slr1232	16330109	1	1039196	1039732	1
1732	sdhA	slr1233	16330111	1	1040531	1042258	1
1733	-	slr1234	16330113	1	1042609	1042953	1
1733	-	slr1235	16330114	1	1042999	1043880	2
1733	-	slr1236	16330115	1	1043917	1044450	3
1734	codA	slr1237	16330119	1	1047005	1048357	1
1735	pntA	slr1239	16330128	1	1053955	1055547	1
1735	-	slr1240	16330129	1	1055574	1056113	2
1735	-	slr1241	16330130	1	1056119	1056466	3
1736	-	slr1243	16330414	1	1375351	1378545	1
1737	-	slr1245	16330422	1	1383828	1384736	1
1738	-	slr1246	16330424	1	1385212	1385748	1
1739	pstS	slr1247	16330429	1	1388912	1389913	1
1739	pstC	slr1248	16330430	1	1390059	1391045	2
1739	pstA	slr1249	16330431	1	1391050	1391922	3
1739	pstB	slr1250	16330432	1	1391976	1392791	4
1740	cyp	slr1251	16330433	1	1392972	1393487	1
1741	-	slr1253	16330438	1	1397211	1397525	1
1742	pds	slr1254	16330439	1	1397819	1399237	1
1742	pys	slr1255	16330440	1	1399298	1400311	2
1743	ureA	slr1256	16330442	1	1401059	1401361	1
1744	-	slr1257	16330443	1	1401809	1403002	1
1745	-	slr1258	16330444	1	1403199	1403954	1
1746	-	slr1259	16330445	1	1404085	1404783	1
1746	-	slr1260	16330446	1	1404839	1405372	2
1747	-	slr1261	16330447	1	1405436	1405975	1
1747	-	slr1262	16330448	1	1405981	1406847	2
1748	-	slr1263	16330449	1	1407043	1408455	1
1749	rpoC1	slr1265	16330858	1	1854102	1855982	1
1750	-	slr1266	16330860	1	1858047	1858604	1
1750	mrdB	slr1267	16330861	1	1858609	1859790	2
1750	ggt	slr1269	16330862	1	1859816	1861372	3
1751	-	slr1270	16330863	1	1861469	1863049	1
1752	rffM	slr1271	16330864	1	1863247	1863987	1
1753	-	slr1272	16330865	1	1864239	1865003	1
1753	-	slr1273	16330866	1	1865033	1865473	2
1754	pilM	slr1274	16330867	1	1865658	1866761	1
1754	-	slr1275	16330868	1	1866843	1867697	2
1754	-	slr1276	16330869	1	1867737	1868564	3
1755	gspD	slr1277	16330870	1	1868645	1871002	1
1756	-	slr1278	16330873	1	1872656	1873648	1
1757	ndhC	slr1279	16330875	1	1875129	1875491	1
1757	ndhK	slr1280	16330876	1	1875563	1876309	2
1757	ndhJ	slr1281	16330877	1	1876302	1876841	3
1758	-	slr1282	16330878	1	1877208	1877567	1
1758	-	slr1283	16330879	1	1877582	1878055	2
1759	-	slr1285	16330882	1	1881917	1883311	1
1760	-	slr1287	16330885	1	1885136	1886146	1
1760	-	slr1288	16330886	1	1886153	1886737	2
1761	icd	slr1289	16329427	1	283060	284487	1
1761	-	slr1290	16329428	1	284508	285080	2
1762	ndhD2	slr1291	16329430	1	286164	287843	1
1763	-	slr1293	16329432	1	289322	290845	1
1763	ycf19	ssr2142	16329433	1	290902	291174	2
1764	sufA	slr1295	16329434	1	291626	292708	1
1765	-	slr1298	16329438	1	295076	297343	1
1766	-	slr1299	16329441	1	299522	300883	1
1767	ubiH	slr1300	16329442	1	301110	302354	1
1768	-	slr1301	16329446	1	303939	305546	1
1768	-	slr1302	16329447	1	305595	306824	2
1768	-	slr1303	16329448	1	306844	308076	3
1769	-	slr1305	16329450	1	309649	312171	1
1770	-	slr1306	16329451	1	312258	313715	1
1771	-	slr1307	16329457	1	317984	318571	1
1772	psbA2	slr1311	16329178	1	7229	8311	1
1773	speA	slr1312	16329179	1	8492	10471	1
1774	-	slr1315	16329181	1	12755	13363	1
1775	fecC	slr1316	16329182	1	13498	14529	1
1776	fecD	slr1317	16329183	1	14626	15675	1
1776	fecE	slr1318	16329184	1	15937	16743	2
1776	fecB	slr1319	16329185	1	16740	17687	3
1777	-	slr1322	16330665	1	1650889	1652358	1
1778	-	slr1324	16330667	1	1653402	1654664	1
1779	spoT	slr1325	16330670	1	1656043	1658325	1
1780	atpB	slr1329	16330679	1	1666932	1668383	1
1780	atpC	slr1330	161344760	1	1668531	1668941	2
1780	ymxG	slr1331	16330681	1	1669101	1670642	3
1780	fabF	slr1332	16330682	1	1670650	1671864	4
1781	-	slr1334	16330692	1	1680662	1682134	1
1782	-	slr1336	16330740	1	1723452	1724570	1
1783	-	slr1338	16330744	1	1726697	1727299	1
1783	-	slr1339	16330745	1	1727283	1727741	2
1783	-	slr1340	16330746	1	1727770	1728306	3
1784	-	slr1342	16330749	1	1731311	1732648	1
1785	-	slr1343	16330750	1	1732809	1734323	1
1786	-	slr1344	16330753	1	1738184	1739035	1
1787	icfA	slr1347	16330758	1	1742434	1743369	1
1788	cysE	slr1348	16330759	1	1743443	1744192	1
1789	pgi	slr1349	16330760	1	1744498	1746093	1
1790	desA	slr1350	16330761	1	1746308	1747363	1
1791	murF	slr1351	16330763	1	1749146	1750510	1
1792	-	slr1353	16330766	1	1751951	1752826	1
1793	rps1	slr1356	16330162	1	1097077	1098063	1
1794	-	slr1357	16330163	1	1098323	1099171	1
1795	-	slr1362	16330167	1	1104246	1104647	1
1796	-	slr1363	16330169	1	1105666	1107168	1
1797	bioB	slr1364	16330170	1	1107242	1108330	1
1797	bioY	slr1365	16330171	1	1108314	1108967	2
1797	lspA	slr1366	16330172	1	1108967	1109452	3
1798	glgP	slr1367	16330178	1	1117107	1119674	1
1799	cbiT	slr1368	161344766	1	1119916	1120509	1
1800	cdsA	slr1369	16330180	1	1120643	1121524	1
1801	-	slr1376	16329774	1	671912	672244	1
1801	lepB	slr1377	16329775	1	672291	672947	2
1801	-	slr1378	16329776	1	672899	673612	3
1802	cydA	slr1379	16329777	1	673889	675340	1
1802	cydB	slr1380	16329778	1	675344	676354	2
1803	-	slr1383	16329783	1	679690	680178	1
1803	-	ssr2317	16329784	1	680096	680368	2
1803	-	slr1384	16329785	1	680397	681572	3
1804	-	slr1385	16329786	1	681707	682675	1
1805	ftsH	slr1390	16329797	1	695975	697972	1
1806	-	slr1391	16329798	1	697988	698458	1
1807	-	slr1393	16329802	1	701343	704267	1
1808	-	slr1394	16329803	1	704390	704845	1
1809	-	slr1395	16329805	1	706055	707131	1
1810	-	slr1396	16329806	1	707437	708054	1
1811	-	slr1397	16329807	1	708189	708812	1
1812	-	slr1398	16329808	1	709045	709797	1
1813	-	slr1400	16329545	1	402290	403432	1
1813	-	slr0670	16329546	1	403552	404427	2
1814	-	slr1403	16330226	1	1170571	1179621	1
1815	-	slr1406	16330228	1	1181064	1181609	1
1816	-	slr1407	16330229	1	1181716	1182585	1
1817	-	slr1409	16330230	1	1182665	1183645	1
1817	-	slr1410	16330231	1	1183660	1184664	2
1818	-	slr1411	16329325	1	170572	171840	1
1819	-	slr1413	16329334	1	178237	179682	1
1819	-	slr1414	16329335	1	179734	181047	2
1819	-	slr1415	16329336	1	181073	182221	3
1820	morR	slr1416	16329337	1	182354	183298	1
1821	-	slr1417	16329338	1	183493	183849	1
1822	pyrD	slr1418	16332087	1	3270451	3271596	1
1823	-	slr1419	16332088	1	3271699	3272178	1
1823	-	slr1420	16332089	1	3272165	3273442	2
1824	-	slr1421	16332090	1	3273693	3274016	1
1825	murC	slr1423	16332094	1	3279390	3280907	1
1825	murB	slr1424	16332095	1	3280979	3281932	2
1825	-	slr1425	16332096	1	3281954	3282307	3
1826	recR	slr1426	16332099	1	3283467	3284165	1
1827	-	slr1428	16332102	1	3287354	3289264	1
1828	-	slr1429	16332104	1	3291097	3291966	1
1829	-	slr1431	16332106	1	3293078	3294505	1
1830	pmbA	slr1435	16330133	1	1058537	1059820	1
1831	-	slr1436	16330134	1	1059922	1060773	1
1832	-	slr1437	16330135	1	1060901	1061239	1
1832	-	slr1438	16330136	1	1061242	1062111	2
1833	-	slr1440	16330140	1	1069178	1069609	1
1834	-	slr1441	16330144	1	1076065	1076454	1
1835	-	slr1442	16330146	1	1077755	1078612	1
1835	pknA	slr1443	16330147	1	1078657	1080501	2
1836	-	slr1444	16330148	1	1080695	1081696	1
1837	cscK	slr1448	16330153	1	1089400	1090323	1
1838	-	slr1449	16330154	1	1090680	1091279	1
1838	-	slr1450	16330155	1	1091317	1091631	2
1839	-	slr1451	16332109	1	3296462	3297247	1
1840	sbpA	slr1452	16332111	1	3298326	3299384	1
1840	-	ssr2439	16332112	1	3299421	3299714	2
1840	cysT	slr1453	16332113	1	3299716	3300576	3
1840	cysW	slr1454	16332114	1	3300563	3301393	4
1840	cysA	slr1455	16332115	1	3301555	3302622	5
1841	-	slr1456	16332116	1	3302812	3303339	1
1842	chrA	slr1457	16332117	1	3303481	3304680	1
1843	apcF	slr1459	16332118	1	3304872	3305381	1
1844	-	slr1461	16332120	1	3308878	3309474	1
1845	-	slr1462	16332122	1	3311660	3313345	1
1846	fus	slr1463	16332123	1	3313667	3315754	1
1847	-	slr1464	16332124	1	3315938	3316735	1
1848	-	slr1467	16330831	1	1825558	1826226	1
1848	-	slr1468	16330832	1	1826259	1826708	2
1848	rpmH	smr0011	16330833	1	1826764	1826901	3
1848	rnpA	slr1469	16330834	1	1826911	1827285	4
1848	-	slr1470	16330835	1	1827257	1827652	5
1848	-	slr1471	16330836	1	1827753	1828907	6
1848	-	slr1472	16330837	1	1828997	1829491	7
1849	-	slr1474	16330841	1	1832360	1833169	1
1850	pyrB	slr1476	16330844	1	1834508	1835503	1
1851	-	slr1478	16330847	1	1838299	1839252	1
1852	-	slr1484	16329197	1	33891	35489	1
1853	-	slr1485	16329198	1	35566	36615	1
1854	-	slr1488	16329199	1	36721	38538	1
1854	pchR	slr1489	16329200	1	38644	39636	2
1854	fhuA	slr1490	16329201	1	39802	42363	3
1854	fecB	slr1491	16329202	1	42405	43397	4
1855	fecB	slr1492	16329203	1	43571	44506	1
1855	-	slr1493	16329204	1	44442	44885	2
1855	-	slr1494	16329205	1	44948	46789	3
1856	-	slr1495	16329211	1	50246	51895	1
1857	hypD	slr1498	16329214	1	54533	55657	1
1858	-	slr1501	16329219	1	59746	60423	1
1858	-	slr1113	16329220	1	60524	61522	2
1859	-	slr1503	16330597	1	1582206	1583198	1
1860	-	slr1505	16330601	1	1587231	1587827	1
1861	-	slr1506	16330605	1	1590496	1592364	1
1862	-	slr1507	16330606	1	1592918	1594000	1
1863	-	slr1508	16330607	1	1594119	1595288	1
1863	ntpJ	slr1509	16330608	1	1595285	1596619	2
1864	plsX	slr1510	16330609	1	1596795	1597841	1
1864	fabH	slr1511	161344761	1	1597936	1598928	2
1865	-	slr1512	16330612	1	1600659	1601783	1
1866	-	slr1513	16330613	1	1601869	1602201	1
1867	-	slr1515	16330617	1	1604863	1606287	1
1868	sodB	slr1516	16330619	1	1607353	1607952	1
1869	leuB	slr1517	16330620	1	1608232	1609320	1
1870	-	slr1520	16330624	1	1611574	1612629	1
1871	hflX	slr1521	16330625	1	1612797	1614401	1
1872	-	slr1522	16330626	1	1614572	1615648	1
1873	-	slr1523	16330627	1	1615869	1616528	1
1874	-	slr1524	16330628	1	1616904	1617419	1
1875	-	slr1529	16330893	1	1892918	1895425	1
1876	-	slr1530	16330896	1	1897570	1898412	1
1877	ffh	slr1531	16330898	1	1899700	1901148	1
1878	-	slr1533	16330905	1	1908804	1909151	1
1878	-	slr1534	16330906	1	1909190	1910095	2
1879	-	slr1535	16330052	1	972485	973954	1
1880	recQ	slr1536	16330053	1	974053	975489	1
1881	-	slr1537	16330054	1	975779	976648	1
1882	cbiD	slr1538	16330055	1	976748	977842	1
1883	-	slr1540	16330056	1	977932	978867	1
1884	-	slr1541	16330057	1	978941	979573	1
1885	ispF	slr1542	16330058	1	979685	980170	1
1886	-	slr1543	16330059	1	980276	981694	1
1887	rpoE	slr1545	16330063	1	983804	984475	1
1887	-	slr1546	16330064	1	984562	985200	2
1887	-	slr1547	16330065	1	985224	986222	3
1888	def	slr1549	16330073	1	994343	994906	1
1889	-	slr1552	16330078	1	999029	1001563	1
1890	ddh	slr1556	16332154	1	3359578	3360579	1
1891	-	slr1557	16332156	1	3362057	3363166	1
1892	aroE	slr1559	16332159	1	3367417	3368289	1
1893	hisZ	slr1560	16332160	1	3368416	3369621	1
1894	grxC	slr1562	16332161	1	3369699	3370028	1
1894	-	slr1563	16332162	1	3370059	3370946	2
1895	rpoF	slr1564	16332163	1	3371247	3372023	1
1896	-	slr1565	16332164	1	3372152	3372493	1
1896	-	slr1566	16332165	1	3372502	3373689	2
1897	-	slr1567	16332167	1	3375291	3377588	1
1898	-	slr1568	16332168	1	3377869	3378279	1
1899	-	slr1570	16332171	1	3380130	3380789	1
1899	-	slr1571	16332172	1	3380809	3381489	2
1899	-	slr1572	16332173	1	3381543	3382397	3
1900	-	slr1573	16332174	1	3382575	3383369	1
1901	-	slr1575	16332176	1	3384151	3385590	1
1901	-	slr1576	16332177	1	3385642	3385962	2
1901	-	slr1577	16332178	1	3386005	3386493	3
